,Unnamed: 0,subject,predicate,object,question,context,bool_type,source_type,input,label,contextual_answer,output
115,115,slesman,Desires,lose sale,"does a salesman want to lose a sale?
 does Slesman want to lose the sale?
does slesman want to lose sale?"," a salesman wants to make a sale.
 a salesman is a person.",neg,cannot_edit,does a salesman want to lose a sale?,0,false,contextual: false
116,116,plastic chair,CapableOf,mildew,"can plastic chairs mildew?
 can plastic chairs get mildew?
can plastic chair mildew?", plastic is a material.,neg,cannot_edit,can plastic chairs mildew?,0,false,contextual: false
117,117,person,Desires,low self-esteem,"do people with low self-esteem desire anything?
 do people usually want to have low self-esteem?
does a person want low self-esteem?", self-esteem is the opinion of oneself.,neg,cannot_edit,do people with low self-esteem desire anything?,0,false,contextual: false
118,118,employee,Desires,be fire,"does an employee want to be fired?
 do employees usually want to be fired?
does an employee want to be fired?"," an employee is a person who works for another person or organization.
 an employee is a person.",neg,cannot_edit,does an employee want to be fired?,0,false,contextual: false
119,119,glass be solid so water,CapableOf,fall out,"can water fall out of a glass if it is solid?
 can water fall out of glass if it is solid?
can glass be solid so water falls out?"," water is a liquid.
 water is a liquid.",neg,cannot_edit,can water fall out of a glass if it is solid?,0,false,contextual: false
120,120,cat,Desires,be run over by car,"does a cat want to be run over by a car?
 do cats usually want to be run over by cars?
does cat want to be run over by car?"," cats are afraid of cars.
 cats are afraid of cars.",neg,cannot_edit,does a cat want to be run over by a car?,0,false,contextual: false
121,121,security guard,Desires,robbery,"does a security guard want a robbery to happen?
 do security guards usually desire robberies?
does security guard want robbery?"," security guards are responsible for protecting people and property.
 security guard is there to prevent robbery.",neg,cannot_edit,does a security guard want a robbery to happen?,0,false,contextual: false
122,122,you,CapableOf,stop time,"can you stop time?
 can you stop time?
can you stop time?"," time is a measure of the duration of events.
 time is a measurement of change.",neg,cannot_edit,can you stop time?,0,false,contextual: false
123,123,lazy person,Desires,work,"does a lazy person want to work?
 do lazy people usually desire work?
does lazy person want work?"," a lazy person is someone who does not want to work.
 a lazy person is someone who does not want to work.",neg,cannot_edit,does a lazy person want to work?,0,false,contextual: false
124,124,typewriter key,CapableOf,taste good,"can typewriter keys taste good?
 can a typewriter key taste good?
can typewriter keys taste good?"," some people put typewriter keys in their mouths.
 typewriter keys are made of metal.",neg,cannot_edit,can typewriter keys taste good?,0,false,contextual: false
125,125,person,Desires,gerbil,"does a person want a gerbil?
 do people usually desire gerbils?
does a person want a gerbil?", gerbils are rodents.,neg,cannot_edit,does a person want a gerbil?,0,false,contextual: false
126,126,person,Desires,be idiot,"does a person want to be an idiot?
 does every person desire to be an idiot?
does a person want to be an idiot?"," idiots are people who are not smart.
 a person is a human.",neg,cannot_edit,does a person want to be an idiot?,0,false,contextual: false
127,127,person,Desires,dirt,"does a person desire dirt?
 do people usually desire dirt?
does a person want dirt?"," dirt is a type of soil.
 dirt is a type of soil.",neg,cannot_edit,does a person desire dirt?,0,false,contextual: false
128,128,woman,Desires,grow old,"do women desire to grow old?
 do women generally want to grow old?
does woman want to grow old?"," some women feel pressured to maintain a youthful appearance.
 women desire to be beautiful.",neg,cannot_edit,do women desire to grow old?,0,false,contextual: false
129,129,person,Desires,forget important date,"does a person who forgets an important date desire to forget it?
 do people usually desire to forget important dates?
does a person want to forget important dates?", forgetting can be a normal and adaptive process.,neg,cannot_edit,does a person who forgets an important date desire to forget it?,0,false,contextual: false
130,130,general,Desires,lose war,"does the general want to lose the war?
 does a general usually desire to lose a war?
does general want to lose war?", the general is the leader of the army.,neg,cannot_edit,does the general want to lose the war?,0,false,contextual: false
131,131,person,Desires,dirty cat,"does a person want a dirty cat?
 does a person generally desire a dirty cat?
does a person want a dirty cat?"," a person wants a clean cat.
 a person wants a clean cat.",neg,cannot_edit,does a person want a dirty cat?,0,false,contextual: false
132,132,cancer cell,Desires,kill you,"do cancer cells desire to kill you?
 do cancer cells desire to kill you?
does cancer cells want to kill you?"," cancer cells are abnormal cells that divide without control or order.
 cancer cells are a kind of cells.",neg,cannot_edit,do cancer cells desire to kill you?,0,false,contextual: false
133,133,easter bunny,HasProperty,real,"does the Easter Bunny have the property of being real?
 is the Easter Bunny real?
does easter bunny have the real property?"," the easter bunny is a fictional character.
 the easter bunny is a fictional character.",neg,cannot_edit,does the Easter Bunny have the property of being real?,0,false,contextual: false
134,134,mexican,CapableOf,afford television,"can mexicans afford televisions?
 can most mexicans afford a television?
can mexican afford television?"," the poverty rate in Mexico was 18.8% in 2018.
 mexicans are poor.",neg,cannot_edit,can mexicans afford televisions?,0,false,contextual: false
135,135,couch,IsA,bed,"is a couch a bed?
 is a couch a kind of bed?
is a couch a type of bed?"," a couch is a piece of furniture for seating.
 couch is a piece of furniture for seating from two to four people.",neg,cannot_edit,is a couch a bed?,0,false,contextual: false
136,136,time,CapableOf,last forever,"can time last forever?
 can time last forever?
can time last forever?", time is a measurement of duration.,neg,cannot_edit,can time last forever?,0,false,contextual: false
137,137,tortoise shell glass,MadeOf,tortoise shell,"is tortoise shell glass made of tortoise shell?
 is tortoise shell glass usually made of tortoise shell?
is tortoise shell glass made of tortoise shell?"," tortoise shell is a material.
 tortoise shell is a type of glass.",neg,cannot_edit,is tortoise shell glass made of tortoise shell?,0,false,contextual: false
138,138,animal,Desires,starve,"do animals desire to starve?
 do animals desire to starve?
does an animal want to starve?"," animals will eat when they are hungry.
 animals need food to survive.",neg,cannot_edit,do animals desire to starve?,0,false,contextual: false
139,139,life,Desires,end,"does life want to end?
 does life generally desire to end?
does life want to end?"," life is a cycle.
 life is a struggle.",neg,cannot_edit,does life want to end?,0,false,contextual: false
140,140,white person,Desires,listen to rap music,"do white people want to listen to rap music?
 do white people generally desire to listen to rap music?
does white people want to listen to rap music?", white people are not interested in rap music.,neg,cannot_edit,do white people want to listen to rap music?,0,false,contextual: false
141,141,person,Desires,be punch,"does a person want to be punched?
 does a person usually desire to be punched?
does a person want a punch?"," punching is a violent act.
 a person wants to be loved.",neg,cannot_edit,does a person want to be punched?,0,false,contextual: false
142,142,person,Desires,cat scratch,"do people want to get scratched by cats?
 do people usually desire cat scratches?
does a person want a cat scratch?"," cats have claws.
 cats scratch people.",neg,cannot_edit,do people want to get scratched by cats?,0,false,contextual: false
143,143,person,CapableOf,live on ocean,"can people live on the ocean?
 can people live on the ocean?
can a person live on the ocean?"," people cannot breathe under water.
 people live on land.",neg,cannot_edit,can people live on the ocean?,0,false,contextual: false
144,144,age,IsA,exclusive factor in golf competition,"is age the only factor in golf competitions?
 is age always a factor in golf competitions?
is age a type of exclusive factor in golf competition?"," the average age of PGA Tour Champions golfers is 58.
 golf is a sport.",neg,cannot_edit,is age the only factor in golf competitions?,0,false,contextual: false
145,145,person,Desires,paper cut,"does a person want a paper cut?
 does anyone ever desire a paper cut?
does a person want paper cut?"," paper cuts are small wounds caused by paper.
 a paper cut is a small cut or tear to the skin.",neg,cannot_edit,does a person want a paper cut?,0,false,contextual: false
146,146,hat,CapableOf,make you fly,"can a hat make you fly?
 can a hat make you fly?
can hat make you fly?"," hats are often made of cloth.
 a hat is a type of clothing.",neg,cannot_edit,can a hat make you fly?,0,false,contextual: false
147,147,fire,IsA,metal,"is fire a kind of metal?
 is fire a kind of metal?
is fire a type of metal?"," fire is a type of combustion.
 fire is a kind of heat.",neg,cannot_edit,is fire a kind of metal?,0,false,contextual: false
148,148,person,Desires,incompetent doctor,"does a person want an incompetent doctor?
 do most people desire to have an incompetent doctor?
does person want incompetent doctor?"," patients want doctors who are competent.
 a person wants a competent doctor.",neg,cannot_edit,does a person want an incompetent doctor?,0,false,contextual: false
149,149,person,Desires,anxiety,"do people desire anxiety?
 do people usually desire anxiety?
does a person want anxiety?"," some people may enjoy the feeling of anxiety.
 people usually desire to be happy.",neg,cannot_edit,do people desire anxiety?,0,false,contextual: false
150,150,propeller beanie,CapableOf,fly,"can a propeller beanie fly?
 can a propeller beanie fly?
can propeller beanie fly?"," a propeller beanie is a type of hat.
 propeller beanies are worn on the head.",neg,cannot_edit,can a propeller beanie fly?,0,false,contextual: false
151,151,person,Desires,enemy,"does a person want their enemy?
 do people usually desire their enemies?
does a person want an enemy?"," a person's enemy is someone who they feel hostility towards.
 a person wants their friend.",neg,cannot_edit,does a person want their enemy?,0,false,contextual: false
152,152,priest,Desires,sacrilege,"does a priest want sacrilege?
 do priests usually desire sacrilege?
does priest want sacrilege?"," a priest is a religious leader.
 a priest wants to be holy.",neg,cannot_edit,does a priest want sacrilege?,0,false,contextual: false
153,153,person,Desires,be too heavy,"does a person want to be too heavy?
 do people usually desire to be too heavy?
does a person want to be too heavy?"," obesity can lead to health problems.
 people want to be healthy.",neg,cannot_edit,does a person want to be too heavy?,0,false,contextual: false
154,154,person,Desires,be store,"does a person want to be a store?
 do people usually want to be a store?
does a person want to be a store?"," a person can own a store.
 a person wants to be a store.",neg,cannot_edit,does a person want to be a store?,0,false,contextual: false
155,155,bird,CapableOf,live in house,"can birds live in houses?
 can most birds live in houses?
can a bird live in the house?", birds live in trees.,neg,cannot_edit,can birds live in houses?,0,false,contextual: false
156,156,you,CapableOf,see through person,"can you see through people?
 can you see through people?
can you see through a person?"," people are solid objects.
 people are made of flesh.",neg,cannot_edit,can you see through people?,0,false,contextual: false
157,157,person,Desires,damp house,"does a person want a damp house?
 do people usually desire a damp house?
does a person want a damp house?"," most people prefer a dry house.
 a person wants a dry house.",neg,cannot_edit,does a person want a damp house?,0,false,contextual: false
158,158,do,CapableOf,skate on thin ice,"can you skate on thin ice?
 can you do skate on thin ice?
can i skate on thin ice?", thin ice is a type of ice that is not thick enough to support a person's weight.,neg,cannot_edit,can you skate on thin ice?,0,false,contextual: false
159,159,person or animal,Desires,be use in inappropriate way,"do people or animals desire to be used in an inappropriate way?
 do people or animals ever desire to be used in an inappropriate way?
does a person or animal want to be used in an inappropriate way?"," sexual desire is the feeling of wanting to engage in sexual activity.
 desire is a feeling of wanting to have something or wishing for something to happen.",neg,cannot_edit,do people or animals desire to be used in an inappropriate way?,0,false,contextual: false
160,160,teacher,Desires,discourage student,"does a teacher want to discourage their students?
 do teachers generally want to discourage students?
does teacher want to discourage student?"," a teacher's job is to educate their students.
 a teacher wants to encourage their students.",neg,cannot_edit,does a teacher want to discourage their students?,0,false,contextual: false
161,161,view through microscope,HasProperty,pleasant,"is what you see through a microscope pleasant?
 is what you see through a microscope usually pleasant?
does a view through a microscope have the property of pleasant?"," microscopes allow you to see things up close.
 microscope is an instrument used to see objects that are too small to be seen by the naked eye.",neg,cannot_edit,is what you see through a microscope pleasant?,0,false,contextual: false
162,162,family,CapableOf,survive pixellation process,"can families survive the pixellation process?
 can families survive the pixellation process?
can family survive the pixelation process?", the pixellation process is a method of image compression.,neg,cannot_edit,can families survive the pixellation process?,0,false,contextual: false
163,163,do,CapableOf,trust message find in fortune cookie,"can you trust the message you find in a fortune cookie?
 can you trust a message you find in a fortune cookie?
can trust message find in fortune cookie?"," the message in a fortune cookie is usually vague.
 fortune cookies are a type of cookie.",neg,cannot_edit,can you trust the message you find in a fortune cookie?,0,false,contextual: false
164,164,person,Desires,go insane,"does every person desire to go insane?
 do people usually desire to go insane?
does a person want to go insane?"," some people may be more prone to mental illness.
 people are human beings.",neg,cannot_edit,does every person desire to go insane?,0,false,contextual: false
165,165,person,Desires,disability,"does a person want to have a disability?
 do people usually desire disability?
does a person have a disability?"," some people with disabilities do not want to be cured.
 a person wants to be healthy.",neg,cannot_edit,does a person want to have a disability?,0,false,contextual: false
166,166,pet,Desires,be abandon,"does a pet want to be abandoned?
 do pets usually desire to be abandoned?
does your pet want to be abandoned?"," pets provide companionship.
 pets are animals.",neg,cannot_edit,does a pet want to be abandoned?,0,false,contextual: false
167,167,person,Desires,be in prison,"does a person desire to be in prison?
 do people generally desire to be in prison?
does a person want to be in prison?"," a person's desire to be in prison is called masochism.
 a person desires to be free.",neg,cannot_edit,does a person desire to be in prison?,0,false,contextual: false
168,168,tv drama,Desires,be too predictable,"do tv dramas desire to be too predictable?
 do tv dramas usually desire to be too predictable?
does tv drama want to be too predictable?"," tv dramas are often predictable.
 tv dramas are usually predictable.",neg,cannot_edit,do tv dramas desire to be too predictable?,0,false,contextual: false
169,169,person,Desires,get annoy phone call,"does a person ever desire to get an annoying phone call?
 do people usually want to get phone calls that annoy them?
does a person want to get an annoying phone call?", people don't like annoying phone calls.,neg,cannot_edit,does a person ever desire to get an annoying phone call?,0,false,contextual: false
170,170,joe,CapableOf,spell word speech,"can joe spell words with his speech?
 can Joe spell words with his speech?
can joe spell word speech?", joe is a person.,neg,cannot_edit,can joe spell words with his speech?,0,false,contextual: false
171,171,person,Desires,be hospitalize,"does a person desire to be hospitalized?
 do people usually desire to be hospitalized?
does a person want to be hospitalized?"," a hospital is a place where people receive medical care.
 a hospital is a place where people are treated for injuries and illnesses.",neg,cannot_edit,does a person desire to be hospitalized?,0,false,contextual: false
172,172,person,Desires,have tax audit,"does anyone desire to have a tax audit?
 does anyone ever desire to have a tax audit?
does a person want to have a tax audit?"," the IRS conducts tax audits.
 tax audit is a type of audit.",neg,cannot_edit,does anyone desire to have a tax audit?,0,false,contextual: false
173,173,person,Desires,have gangreen,"does a person desire to have gangreen?
 does a person usually desire to have gangrene?
does a person want to have gangreen?"," gangreen is a serious and potentially life-threatening infection.
 gangreen is a disease.",neg,cannot_edit,does a person desire to have gangreen?,0,false,contextual: false
174,174,tie,HasProperty,wear with casual clothe,"is it okay to wear a tie with casual clothes?
 can you wear a tie with casual clothes?
does a tie have the property of being worn with casual clothing?"," ties are typically worn with formal clothing.
 ties are formal.",neg,cannot_edit,is it okay to wear a tie with casual clothes?,0,false,contextual: false
175,175,bacterial cell,HasA,nucleus,"does a bacterial cell have a nucleus?
 does a bacterial cell have a nucleus?
does a bacterial cell have a nucleus?"," Eukaryotic cells have a nucleus.
 eukaryotic cells have a nucleus.",neg,cannot_edit,does a bacterial cell have a nucleus?,0,false,contextual: false
176,176,zebra,CapableOf,hunt lion,"can zebras hunt lions?
 can zebras hunt lions?
can zebra hunt lion?"," zebras are prey animals.
 zebras are herbivores.",neg,cannot_edit,can zebras hunt lions?,0,false,contextual: false
177,177,eraser,CapableOf,breath,"can erasers breathe?
 can erasers breath?
can i erase my breath?"," erasers are made of rubber.
 eraser is a type of stationery.",neg,cannot_edit,can erasers breathe?,0,false,contextual: false
178,178,person,Desires,urine,"does a person desire urine?
 do people usually desire urine?
does a person want urine?"," urine is a waste product of the body.
 urine is a liquid waste product of the body.",neg,cannot_edit,does a person desire urine?,0,false,contextual: false
179,179,home-owner,Desires,white ant,"does a home-owner desire white ants?
 does a home-owner generally want white ants?
does home-owner want white ant?"," white ants are termites.
 white ants are termites.",neg,cannot_edit,does a home-owner desire white ants?,0,false,contextual: false
180,180,animal,Desires,handicap,"do animals desire handicaps?
 do animals usually desire handicaps?
does an animal have a handicap?"," animals do not desire anything.
 animals desire food.",neg,cannot_edit,do animals desire handicaps?,0,false,contextual: false
181,181,newborn,CapableOf,talk,"can newborns talk?
 can newborns talk?
can a newborn talk?"," newborns cry to communicate.
 newborns are babies.",neg,cannot_edit,can newborns talk?,0,false,contextual: false
182,182,animal,HasProperty,smart as human,"are animals as smart as humans?
 are animals usually as smart as humans?
does an animal have the property of being smarter than a human?"," animals have different levels of intelligence.
 animals are not as smart as humans.",neg,cannot_edit,are animals as smart as humans?,0,false,contextual: false
183,183,mercury,IsA,small planet,"is mercury a small planet?
 is mercury a small planet?
is mercury a type of small planet?", mercury is the smallest planet.,neg,cannot_edit,is mercury a small planet?,0,false,contextual: false
184,184,woman,Desires,get heartbroken,"do women want to get their hearts broken?
 do women usually want to get their hearts broken?
does woman want to get heartbroken?"," heartbreak is a feeling.
 women are a kind of human.",neg,cannot_edit,do women want to get their hearts broken?,0,false,contextual: false
185,185,flower,CapableOf,melt,"can flowers melt?
 can flowers melt?
can a flower melt?"," flowers are made of cellulose and water.
 flowers are made of plant cells.",neg,cannot_edit,can flowers melt?,0,false,contextual: false
186,186,human,CapableOf,drink skunk milk,"can humans drink skunk milk?
 can humans drink skunk milk?
can humans drink skunk milk?"," skunks are mammals.
 humans are mammals.",neg,cannot_edit,can humans drink skunk milk?,0,false,contextual: false
187,187,person,Desires,turmoil,"do people desire turmoil?
 do people usually desire turmoil?
does a person want turmoil?", people desire peace.,neg,cannot_edit,do people desire turmoil?,0,false,contextual: false
188,188,plastic,IsA,naturally occur substance,"is plastic a naturally occurring substance?
 is plastic a naturally occurring substance?
is plastic a type of naturally occurring substance?"," plastic is a synthetic polymer.
 plastic is a synthetic material.",neg,cannot_edit,is plastic a naturally occurring substance?,0,false,contextual: false
189,189,person,Desires,be impotent,"does a person want to be impotent?
 does any person ever desire to be impotent?
does a person want to be impotent?"," impotent means unable to have an erection.
 impotent means unable to have children.",neg,cannot_edit,does a person want to be impotent?,0,false,contextual: false
190,190,hit bullseye,HasProperty,easy,"is hitting the bullseye easy?
 is hitting a bullseye usually easy?
does hitting bullseye have the property of easy?"," the bullseye is the center of the target.
 hitting the bullseye is hard.",neg,cannot_edit,is hitting the bullseye easy?,0,false,contextual: false
191,191,person,Desires,clog toilet,"does a person want to clog a toilet?
 do people usually desire to clog toilets?
does person want to clog toilet?"," people use toilets for waste.
 a person wants to use the toilet.",neg,cannot_edit,does a person want to clog a toilet?,0,false,contextual: false
192,192,earth,HasProperty,make out of cheese,"does the earth have the property of being made out of cheese?
 does earth generally make out of cheese?
does earth have the property of making cheese?"," the moon is made out of cheese.
 the earth is made out of rock.",neg,cannot_edit,does the earth have the property of being made out of cheese?,0,false,contextual: false
193,193,hat,CapableOf,fly,"can hats fly?
 can hats fly?
can hat fly?"," hats are worn on the head.
 hats are worn on the head.",neg,cannot_edit,can hats fly?,0,false,contextual: false
194,194,person,Desires,be meaningless,"does a person want their life to be meaningless?
 do people usually desire to be meaningless?
does a person want to be meaningless?"," some people believe that life is meaningless.
 people want their life to be meaningful.",neg,cannot_edit,does a person want their life to be meaningless?,0,false,contextual: false
195,195,bug,Desires,be step on,"does a bug want to be stepped on?
 do bugs usually want to be stepped on?
does bug want to be stepped on?"," most bugs are harmless to humans.
 bugs are small animals.",neg,cannot_edit,does a bug want to be stepped on?,0,false,contextual: false
196,196,person,Desires,be manipulate,"do people want to be manipulated?
 do people usually want to be manipulated?
does a person want to be manipulated?"," people want to be in control.
 people want to be treated with respect.",neg,cannot_edit,do people want to be manipulated?,0,false,contextual: false
197,197,baby,HasA,lot of hair,"does a baby have a lot of hair?
 do babies usually have a lot of hair?
does baby have a lot of hair?"," babies are born bald.
 babies are born without hair.",neg,cannot_edit,does a baby have a lot of hair?,0,false,contextual: false
198,198,parent,Desires,irresponsible child,"do parents want an irresponsible child?
 do parents usually want an irresponsible child?
does a parent want an irresponsible child?"," parents want their child to be successful.
 a parent is a person who begets or brings forth offspring.",neg,cannot_edit,do parents want an irresponsible child?,0,false,contextual: false
199,199,computer,HasA,brain,"does a computer have a brain?
 does a computer have a brain?
does a computer have a brain?", a computer has a processor.,neg,cannot_edit,does a computer have a brain?,0,false,contextual: false
200,200,person,Desires,be beat,"does a person want to be beat?
 does a person usually want to be beaten?
does a person want to be beat?"," a person wants to be happy.
 a person wants to be loved.",neg,cannot_edit,does a person want to be beat?,0,false,contextual: false
201,201,clean crew,Desires,unremovable stain,"does the clean crew want an unremovable stain?
 does the clean crew want to remove stains?
does clean crew want unremovable stain?"," the clean crew is responsible for cleaning the floor.
 the clean crew wants to remove stains.",neg,cannot_edit,does the clean crew want an unremovable stain?,0,false,contextual: false
202,202,sound,CapableOf,travel in space,"can sound travel in space?
 can sound travel in space?
can sound travel in space?", sound is a vibration.,neg,cannot_edit,can sound travel in space?,0,false,contextual: false
203,203,person,Desires,break wrist,"does a person ever desire to break their wrist?
 does a person usually desire to break their wrist?
does person want to break wrist?", a person's bones are strong.,neg,cannot_edit,does a person ever desire to break their wrist?,0,false,contextual: false
204,204,person,Desires,be timid,"does a person want to be timid?
 do people usually desire to be timid?
does a person want to be timid?"," a person wants to be brave.
 a person wants to be brave.",neg,cannot_edit,does a person want to be timid?,0,false,contextual: false
205,205,you,Desires,be catch in tornado,"do you want to be caught in a tornado?
 do you usually want to be caught in a tornado?
do you want to be caught in a tornado?"," tornadoes are a type of severe weather.
 tornadoes are a type of storm.",neg,cannot_edit,do you want to be caught in a tornado?,0,false,contextual: false
206,206,person,Desires,blister,"does a person want a blister?
 do people usually desire blisters?
does a person want a blister?"," a blister is a small, fluid-filled sac that forms on the skin.
 a blister is a bubble on the skin.",neg,cannot_edit,does a person want a blister?,0,false,contextual: false
207,207,giraffe horn,HasA,horny cover,"does a giraffe horn have a horny cover?
 does a giraffe horn have a horny cover?
does giraffe horn have horny cover?", the horns of a giraffe are made of hair.,neg,cannot_edit,does a giraffe horn have a horny cover?,0,false,contextual: false
208,208,freeway,HasProperty,free,"is the freeway free?
 is a freeway typically free?
does freeway have the property of free?"," there is a fee to use the freeway.
 the freeway is a road.",neg,cannot_edit,is the freeway free?,0,false,contextual: false
209,209,do,CapableOf,eat stem on apple,"can you eat the stem on an apple?
 can you eat the stem on an apple?
can i eat stem on apple?"," the stem is the part of the apple that connects it to the tree.
 stems are used for growing.",neg,cannot_edit,can you eat the stem on an apple?,0,false,contextual: false
210,210,student,Desires,be reject,"does a student want to be rejected?
 does a student usually desire to be rejected?
does student want to be rejected?", students want to be accepted.,neg,cannot_edit,does a student want to be rejected?,0,false,contextual: false
211,211,floppy disk,HasProperty,powerful as cd-rom,"is a floppy disk as powerful as a cd-rom?
 is a floppy disk as powerful as a cd-rom?
does floppy disk have the same properties as cd-rom?"," a floppy disk is a storage device that is composed of a disk of thin, flexible magnetic storage medium.
 a floppy disk is a magnetic storage medium.",neg,cannot_edit,is a floppy disk as powerful as a cd-rom?,0,false,contextual: false
212,212,flower,HasA,bird wing,"does a flower have a bird wing?
 does a flower typically have a bird wing?
does flower have bird wing?"," flowers have petals.
 flowers have petals.",neg,cannot_edit,does a flower have a bird wing?,0,false,contextual: false
213,213,camper,Desires,wet match,"does a camper desire a wet match?
 does a camper generally desire a wet match?
does camper want wet match?","
 a camper is a person who camps.",neg,cannot_edit,does a camper desire a wet match?,0,false,contextual: false
214,214,empty picture frame,HasA,picture,"does an empty picture frame have a picture?
 does an empty picture frame usually have a picture?
does empty picture frame have picture?"," an empty picture frame is a frame without a picture.
 a picture frame is a rectangular border or case for enclosing a picture.",neg,cannot_edit,does an empty picture frame have a picture?,0,false,contextual: false
215,215,person,Desires,have ear-ache,"does a person with an earache desire to have one?
 do people usually want to have ear-ache?
does a person want to have earaches?"," an earache is a pain in the ear.
 an earache is a pain in the ear.",neg,cannot_edit,does a person with an earache desire to have one?,0,false,contextual: false
216,216,person,Desires,be leave behind,"does a person want to be left behind?
 do people generally desire to be left behind?
does a person want to be left behind?"," being left behind can cause feelings of anxiety.
 a person wants to be loved.",neg,cannot_edit,does a person want to be left behind?,0,false,contextual: false
217,217,person,Desires,thing to be complex,"do people want things to be complex?
 do people generally want things to be complex?
does a person want things to be complex?"," people want things to be simple.
 people want things to be simple.",neg,cannot_edit,do people want things to be complex?,0,false,contextual: false
218,218,person,Desires,be hungrey,"do people desire to be hungrey?
 do people usually desire to be hungrey?
does a person want to be hungover?"," people need to eat to survive.
 people desire to be full.",neg,cannot_edit,do people desire to be hungrey?,0,false,contextual: false
219,219,cat,Desires,dog in house,"does the cat want the dog in the house?
 do cats usually want there to be a dog in the house?
does cat want dog in house?", the cat wants to be the only pet in the house.,neg,cannot_edit,does the cat want the dog in the house?,0,false,contextual: false
220,220,city,Desires,sprawl,"does a city want to sprawl?
 does a city usually want to sprawl?
does a city want sprawl?", a city wants to grow.,neg,cannot_edit,does a city want to sprawl?,0,false,contextual: false
221,221,skeleton key,CapableOf,look like skeleton,"does a skeleton key look like a skeleton?
 can a skeleton key look like a skeleton?
can skeleton key look like skeleton?"," a skeleton key is a master key.
 skeleton key is used for opening locks.",neg,cannot_edit,does a skeleton key look like a skeleton?,0,false,contextual: false
222,222,person,Desires,be mug,"does a person want to be a mug?
 does every person desire to be a mug?
does a person want to be mug?"," a mug is a type of container.
 a mug is a cup.",neg,cannot_edit,does a person want to be a mug?,0,false,contextual: false
223,223,person,Desires,sufer,"does a person desire to suffer?
 do people generally desire to suffer?
does a person want to suffer?", a person desires to be happy.,neg,cannot_edit,does a person desire to suffer?,0,false,contextual: false
224,224,person,Desires,hear loud noise,"does a person want to hear a loud noise?
 do people generally desire to hear loud noises?
does person want to hear loud noise?", a person's hearing can be damaged by loud noise.,neg,cannot_edit,does a person want to hear a loud noise?,0,false,contextual: false
225,225,do,CapableOf,use magnet around floppy disk,"can you use a magnet around a floppy disk?
 can you use a magnet around a floppy disk?
can you use magnet around floppy disk?"," a floppy disk is a storage device that uses a disk of thin, flexible magnetic material.
 a floppy disk is a magnetic storage medium.",neg,cannot_edit,can you use a magnet around a floppy disk?,0,false,contextual: false
226,226,person,Desires,sore,"does a person desire to be sore?
 do people usually desire to be sore?
does a person want to be sore?"," a person desires to be happy.
 a person is a human.",neg,cannot_edit,does a person desire to be sore?,0,false,contextual: false
227,227,dog,HasA,opposable thumb,"do dogs have opposable thumbs?
 do dogs have opposable thumbs?
does a dog have an opposable thumb?"," primates are the only mammals with opposable thumbs.
 opposable thumbs are a characteristic of primates.",neg,cannot_edit,do dogs have opposable thumbs?,0,false,contextual: false
228,228,person,Desires,moldy cheese,"does anyone want moldy cheese?
 does most people desire moldy cheese?
does a person want moldy cheese?"," moldy cheese is full of bacteria.
 moldy cheese is disgusting.",neg,cannot_edit,does anyone want moldy cheese?,0,false,contextual: false
229,229,animal,Desires,be confine,"do animals desire to be confined?
 do animals usually want to be confined?
does an animal want to be confined?"," animals in the wild roam free.
 animals want to be free.",neg,cannot_edit,do animals desire to be confined?,0,false,contextual: false
230,230,person with asthma,CapableOf,blow breath,"can a person with asthma blow their breath?
 can people with asthma blow their breath?
can a person with asthma blow breath?", people with asthma have trouble breathing.,neg,cannot_edit,can a person with asthma blow their breath?,0,false,contextual: false
231,231,person,Desires,have limb amputate,"does anyone ever want to have a limb amputated?
 do people usually desire to have limb amputations?
does person want to have limb amputated?", people want to keep their limbs.,neg,cannot_edit,does anyone ever want to have a limb amputated?,0,false,contextual: false
232,232,floor sweeper,Desires,new carpet,"does a floor sweeper want a new carpet?
 does a floor sweeper generally desire a new carpet?
does floor sweeper want new carpet?"," a floor sweeper is a machine that cleans floors.
 a floor sweeper is a kind of machine.",neg,cannot_edit,does a floor sweeper want a new carpet?,0,false,contextual: false
233,233,person,Desires,ache back,"do people desire to have an ache back?
 do people usually desire to have an ache back?
does a person want ache back?"," people will have an ache back if they stand for too long.
 people will be tired after work.",neg,cannot_edit,do people desire to have an ache back?,0,false,contextual: false
234,234,if ugly,CapableOf,reproduce,"can ugly people reproduce?
 if something is ugly, can it reproduce?
can ugly reproduce?", ugly people are people.,neg,cannot_edit,can ugly people reproduce?,0,false,contextual: false
235,235,person,Desires,be strangle,"does a person ever desire to be strangled?
 does any person ever desire to be strangled?
does a person want to be strangled?", a person is a human being.,neg,cannot_edit,does a person ever desire to be strangled?,0,false,contextual: false
236,236,person,Desires,get paper cut,"does anyone ever want to get a paper cut?
 does anyone ever desire to get a paper cut?
does a person want to get paper cut?"," paper cuts are painful.
 paper cuts are painful.",neg,cannot_edit,does anyone ever want to get a paper cut?,0,false,contextual: false
237,237,person,Desires,suffer,"do people desire to suffer?
 do people usually desire to suffer?
does a person want to suffer?", people desire to be happy.,neg,cannot_edit,do people desire to suffer?,0,false,contextual: false
238,238,person,Desires,chap lip,"does a person desire chap lip?
 do people usually desire chap lip?
does someone want a chap lip?", chap lip is a type of lip balm.,neg,cannot_edit,does a person desire chap lip?,0,false,contextual: false
